ID	CODE	NAME_EN	LEVEL	PARENT_ID	PARENT_CODE	InclusionNote	ExclusionNote	caseLaw	NAME_BG	NAME_CS	NAME_DA	NAME_DE	NAME_EL	NAME_ES	NAME_ET	NAME_FI	NAME_GA	NAME_FR	NAME_HR	NAME_HU	NAME_IT	NAME_LT	NAME_LV	NAME_MT	NAME_NL	NAME_PL	NAME_PT	NAME_RO	NAME_SK	NAME_SL	NAME_SV
"05123"	"05.1.2.3"	"Services of laying of fitted carpets and floor coverings"	"4"	"0512"	"05.1.2"	"Includes:\r\n- services of laying of fitted carpets and floor coverings"			"Услуги за поставяне на килими и подови настилки"	"Pokládání koberců a podlahových krytin"	"Tjenester i forbindelse med montering af faste tæpper og gulvbelægning"	"Dienstleistungen des Verlegens von Auslegeware und elastischen Bodenbelägen"	"Υπηρεσίες τοποθέτησης εφαρμοσμένων ταπήτων και καλυμμάτων δαπέδου"	"Servicios de colocación de moquetas y otros revestimientos de suelos"	"Vaip- ja põrandakatete paigaldamise teenused"	"Kokolattiamattojen ja lattianpäällysteiden asennuspalvelut"	"Seirbhísí chun cairpéid fheistithe agus clúdaigh urláir a leagan"	"Services de pose de moquettes et de revêtements de sol"	"Usluge postavljanja tapisona i podnih prostirki"	"Padlószőnyegek lerakásával és padlóburkolatok felhelyezésével kapcsolatos szolgáltatások"	"Servizi di posa di moquette e di rivestimenti per pavimenti"	"Kilimų, dengiančių visas (kambario) grindis ir grindų dangos klojimo paslaugos"	"Telpas formai atbilstošu paklāju un grīdas segumu ieklāšanas pakalpojumi"	"Servizzi tat-tpoġġija tat-twapet tal-qjies mal-art u tal-kisi tal-art"	"Diensten voor het leggen van vloerbedekking"	"Układanie wykładzin podłogowych"	"Serviços de colocação de carpetes e revestimentos para pavimentos"	"Servicii de montare a mochetelor și a materialelor de acoperire a podelelor"	"Služby kladenia kobercov zakrývajúcich celú podlahu a podlahových krytín"	"Storitve polaganja tekstilnih in drugih talnih oblog"	"Matt- och golvläggningstjänster"
"0513"	"05.1.3"	"Repair of furniture, furnishings and floor coverings"	"3"	"051"	"05.1"	"Includes:\r\n- repair of furniture, furnishings and floor coverings\r\n\r\nAlso includes:\r\n- total value of the service (that is, both the cost of labour and the cost of materials are covered)\r\n- restoration of works of art, antique furniture and antique floor coverings other than those acquired primarily as stores of value (capital formation)"	"Excludes: \r\n- separate purchases of materials made by households with the intention of undertaking the repair themselves (05.1.1) or (05.1.2)\r\n- dry-cleaning of carpets (05.6.2)"		"Поправка на мебели, предмети за обзавеждане и подови настилки"	"Opravy nábytku, zařízení a podlahových krytin"	"Reparation af møbler, boligudstyr og gulvbelægninger"	"Reparaturen an Möbeln, Einrichtungsgegenständen und elastischen Bodenbelägen"	"Επισκευή επίπλων, διακοσμητικών ειδών και καλυμμάτων δαπέδου"	"Reparación de muebles, accesorios y revestimientos de suelos"	"Mööbli, sisustuse ja põrandakatete parandus"	"Huonekalujen, kalusteiden ja lattianpäällysteiden korjaus"	"Troscán, fearastuithe agus clúdaigh urláir a dheisiú"	"Réparation de meubles, d'articles d'ameublement et de revêtements de sol"	"Popravci namještaja, pokućstva i podnih prostirki"	"Bútorok, lakberendezési cikkek és padlóburkolatok javítása"	"Riparazione di mobili, arredi e rivestimenti per pavimenti"	"Baldų, būsto apstatymo reikmenų ir grindų dangos remontas"	"Mēbeļu, mājokļa iekārtu un grīdas segumu remonts"	"Tiswija tal-għamara, tat-tagħmir tad-dar u tal-kisi tal-art"	"Reparatie van meubelen, stoffering en vloerbedekking"	"Naprawa mebli, wyposażenia mieszkania lub domu oraz wykładzin podłogowych"	"Reparação de mobiliário, acessórios e revestimentos para pavimentos"	"Repararea mobilei, a articolelor de mobilier și a materialelor de acoperire a podelelor"	"Oprava nábytku, bytového zariadenia a podlahových krytín"	"Popravilo pohištva, stanovanjske opreme in talnih oblog"	"Reparation av möbler, inventarier och golvbeläggningar"
"05130"	"05.1.3.0"	"Repair of furniture, furnishings and floor coverings"	"4"	"0513"	"05.1.3"	"Includes:\r\n- repair of furniture, furnishings and floor coverings\r\n\r\nAlso includes:\r\n- total value of the service (that is, both the cost of labour and the cost of materials are covered)\r\n- restoration of works of art, antique furniture and antique floor coverings other than those acquired primarily as stores of value (capital formation)"	"Excludes: \r\n- separate purchases of materials made by households with the intention of undertaking the repair themselves (05.1.1) or (05.1.2)\r\n- dry-cleaning of carpets (05.6.2.2)"		"Поправка на мебели, предмети за обзавеждане и подови настилки"	"Opravy nábytku, zařízení a podlahových krytin"	"Reparation af møbler, boligudstyr og gulvbelægninger"	"Reparaturen an Möbeln, Einrichtungsgegenständen und elastischen Bodenbelägen"	"Επισκευή επίπλων, διακοσμητικών ειδών και καλυμμάτων δαπέδου"	"Reparación de muebles, accesorios y revestimientos de suelos"	"Mööbli, sisustuse ja põrandakatete parandus"	"Huonekalujen, kalusteiden ja lattianpäällysteiden korjaus"	"Troscán, fearastuithe agus clúdaigh urláir a dheisiú"	"Réparation de meubles, d'articles d'ameublement et de revêtements de sol"	"Popravci namještaja, pokućstva i podnih prostirki"	"Bútorok, lakberendezési cikkek és padlóburkolatok javítása"	"Riparazione di mobili, arredi e rivestimenti per pavimenti"	"Baldų, būsto apstatymo reikmenų ir grindų dangos remontas"	"Mēbeļu, mājokļa iekārtu un grīdas segumu remonts"	"Tiswija tal-għamara, tat-tagħmir tad-dar u tal-kisi tal-art"	"Reparatie van meubelen, stoffering en vloerbedekking"	"Naprawa mebli, wyposażenia mieszkania lub domu oraz wykładzin podłogowych"	"Reparação de mobiliário, acessórios e revestimentos para pavimentos"	"Repararea mobilei, a articolelor de mobilier și a materialelor de acoperire a podelelor"	"Oprava nábytku, bytového zariadenia a podlahových krytín"	"Popravilo pohištva, stanovanjske opreme in talnih oblog"	"Reparation av möbler, inventarier och golvbeläggningar"
"052"	"05.2"	"Household textiles"	"2"	"05"	"05"				"Домакински текстил"	"Bytový textil"	"Boligtekstiler"	"Heimtextilien"	"Υφαντουργικά είδη οικιακής χρήσης"	"Artículos textiles para el hogar"	"Kodutekstiil"	"Kodintekstiilit"	"Teicstílí tí"	"Articles de ménage en textiles"	"Tekstilni proizvodi za kućanstvo"	"Lakástextíliák"	"Articoli tessili per la casa"	"Namų ūkio tekstilė"	"Mājsaimniecības tekstilizstrādājumi"	"Tessuti għad-dar"	"Huishoudtextiel"	"Artykuły włókiennicze dla gospodarstwa domowego"	"Têxteis de uso doméstico"	"Materiale textile pentru gospodărie"	"Bytové textílie"	"Tekstilni izdelki za gospodinjstvo"	"Hushållstextilier"
"0520"	"05.2.0"	"Household textiles"	"3"	"052"	"05.2"	"Includes:\r\n- furnishing fabrics, curtain material, curtains, double curtains, awnings, door curtains and fabric blinds\r\n- bedding such as futons, pillows, bolsters and hammocks\r\n- bed linen such as sheets, pillowcases, blankets, travelling rugs, plaids, eiderdowns, counterpanes and mosquito nets\r\n- table linen and bathroom linen such as tablecloths, table napkins, towels and face cloths\r\n- other household textiles such as shopping bags, laundry bags, shoe bags, covers for clothes and furniture, flags, sunshades, etc.\r\n- repair of household textiles\r\n\r\nAlso includes: \r\n- cloth bought by the piece\r\n- oilcloth\r\n- bathroom mats, rush mats and doormats"	"Excludes: \r\n- fabric wall coverings (04.3.1)\r\n- tapestries (05.1.1)\r\n- floor coverings such as carpets and fitted carpets (05.1.2)\r\n- electric blankets (05.3.2)\r\n- covers for motor cars, motorcycles, etc. (07.2.1)\r\n- air mattresses and sleeping bags (09.3.2)"		"Домакински текстил"	"Bytový textil"	"Boligtekstiler"	"Heimtextilien"	"Υφαντουργικά είδη οικιακής χρήσης"	"Artículos textiles para el hogar"	"Kodutekstiil"	"Kodintekstiilit"	"Teicstílí tí"	"Articles de ménage en textiles"	"Tekstilni proizvodi za kućanstvo"	"Lakástextíliák"	"Articoli tessili per la casa"	"Namų ūkio tekstilė"	"Mājsaimniecības tekstilizstrādājumi"	"Tessuti għad-dar"	"Huishoudtextiel"	"Artykuły włókiennicze dla gospodarstwa domowego"	"Têxteis de uso doméstico"	"Materiale textile pentru gospodărie"	"Bytové textílie"	"Tekstilni izdelki za gospodinjstvo"	"Hushållstextilier"
"05201"	"05.2.0.1"	"Furnishing fabrics and curtains"	"4"	"0520"	"05.2.0"	"Includes:\r\n- furnishing fabrics, curtain material, curtains, double curtains, awnings, door curtains and fabric blinds"	"Excludes: \r\n- repair of furnishing fabrics and curtains (05.2.0.4)"		"Дамаски, пердета и завеси"	"Dekorační textilie, záclony a závěsy"	"Møbelstof og gardiner"	"Möbelstoffe, Gardinen und Vorhänge"	"Υφάσματα διακόσμησης και κουρτίνες"	"Tapicerías y cortinas"	"Mööbliriie ja kardinad"	"Sisustuskankaat ja verhot"	"Fabraicí agus cuirtíní fearastaithe"	"Tissus d'ameublement et rideaux"	"Tkanine za namještaj i zavjese"	"Bútorszövetek és függönyök"	"Tessuti per arredamento e tendaggi"	"Medžiagos baldams aptraukti ir būstui dekoruoti ir užuolaidos"	"Mēbeļu audumi un aizkari"	"Tessuti għat-tagħmir tad-dar u purtieri"	"Meubelstoffen en gordijnen"	"Tkaniny tapicerskie i zasłony"	"Tecidos para estofos e cortinados"	"Țesături pentru articole de mobilier și perdele"	"Textílie na nábytok a záclony"	"Tkanine za notranjo opremo in zavese"	"Möbeltyger och gardiner"
"05202"	"05.2.0.2"	"Bed linen"	"4"	"0520"	"05.2.0"	"Includes:\r\n- bed linen such as sheets, pillowcases, blankets, travelling rugs, plaids, eiderdowns, counterpanes and mosquito nets"	"Excludes: \r\n- air mattresses and sleeping bags (09.3.2.2)\r\n- repair of bed linen (05.2.0.4)\r\n- electric blankets (05.3.2.9)"		"Изделия за легло"	"Prádlo ložní"	"Sengelinned"	"Bettwäsche"	"Είδη κλινοστρωμνής"	"Ropa de cama"	"Voodipesu"	"Vuodevaatteet"	"Éadaí leapa"	"Linge de lit"	"Posteljina"	"Ágynemű"	"Biancheria da letto"	"Patalynės skalbiniai"	"Gultasveļa"	"Lożor u mħaded"	"Beddengoed"	"Bielizna pościelowa"	"Roupas de cama"	"Lenjerie de pat"	"Posteľná bielizeň"	"Posteljno perilo"	"Sänglinne"
"05203"	"05.2.0.3"	"Table linen and bathroom linen"	"4"	"0520"	"05.2.0"	"Includes:\r\n- table linen and bathroom linen such as tablecloths, table napkins, towels and face cloths"	"Excludes: \r\n- repair of table linen and bathroom linen (05.2.0.4)"		"Домакински текстил за маса, кухня и за баня"	"Stolní a koupelnový textil"	"Bord- og badeværelseslinned"	"Tisch- und Badzimmerwäsche"	"Λινά είδη επιτραπέζια και λουτρού"	"Ropa de mesa y de baño"	"Laua- ja vannitoatekstiil"	"Pöytäliinat ja pyyhkeet"	"Éadach boird agus seomra folctha"	"Linge de table et linge de toilette"	"Stolno rublje i tekstilni proizvodi za kupaonicu"	"Asztalnemű és fürdőszobai textíliák"	"Biancheria da tavola e da bagno"	"Stalo ir vonios kambario skalbiniai"	"Galda tekstilizstrādājumi un vannas dvieļi"	"Bjankerija tal-mejda u tal-kamra tal-banju"	"Tafel- en toiletlinnen"	"Bielizna stołowa i bielizna łazienkowa"	"Roupa de mesa e de banho"	"Lenjerie de masă și lenjerie de baie"	"Stolné a kúpeľňové textilné súpravy"	"Namizno in kopalniško perilo"	"Bordslinne och badrumstextilier"
"05204"	"05.2.0.4"	"Repair of household textiles"	"4"	"0520"	"05.2.0"	"Includes:\r\n- repair of household textiles"			"Поправка на домакински текстил"	"Opravy bytových textilií"	"Reparation af boligtekstiler"	"Reparatur von Heimtextilien"	"Επισκευή υφαντουργικών ειδών οικιακής χρήσης"	"Reparación de artículos textiles para el hogar"	"Kodutekstiili parandus"	"Kodintekstiilien korjaus"	"Teicstílí tí a dheisiú"	"Réparation d'articles de ménage en textiles"	"Popravak tekstilnih proizvoda za kućanstvo"	"Lakástextíliák javítása"	"Riparazione di articoli tessili per la casa"	"Namų ūkio tekstilės gaminių taisymas"	"Mājsaimniecības tekstilizstrādājumu labošana"	"Tiswija tat-tessuti għad-dar"	"Reparatie van huishoudtextiel"	"Naprawa artykułów włókienniczych dla gospodarstwa domowego"	"Reparação de artigos têxteis para o lar"	"Repararea materialelor textile pentru gospodărie"	"Oprava bytových textílií"	"Popravilo tekstilnih izdelkov za gospodinjstvo"	"Lagning av hushållstextilier"
"05209"	"05.2.0.9"	"Other household textiles"	"4"	"0520"	"05.2.0"	"Includes:\r\n- other household textiles such as shopping bags, laundry bags, shoe bags, covers for clothes and furniture, flags, sunshades, etc.\r\n\r\nAlso includes:\r\n- cloth bought by the piece\r\n- oilcloth\r\n- bathroom mats, rush mats and doormats"	"Excludes: \r\n- repair of other household textiles (05.2.0.4)\r\n- covers for motor cars, motorcycles, etc. (07.2.1.3)"		"Друг домакински текстил"	"Ostatní bytový textil"	"Andre boligtekstiler"	"Andere Heimtextilien"	"Άλλα υφαντουργικά είδη οικιακής χρήσης"	"Otros artículos textiles para el hogar"	"Muu kodutekstiil"	"Muut kodintekstiilit"	"Teicstílí tí eile"	"Autres articles de ménage en textiles"	"Ostali tekstilni proizvodi za kućanstvo"	"Egyéb háztartási textíliák"	"Altri articoli tessili per la casa"	"Kiti namų ūkio tekstilės gaminiai"	"Citi mājsaimniecības tekstilizstrādājumi"	"Tessuti għad-dar oħrajn"	"Overig huishoudtextiel"	"Pozostałe artykuły włókiennicze dla gospodarstwa domowego"	"Outros têxteis de uso doméstico"	"Alte materiale textile pentru gospodărie"	"Ostatné bytové textílie"	"Drugi tekstilni izdelki za gospodinjstvo"	"Andra hushållstextilier"
"053"	"05.3"	"Household appliances"	"2"	"05"	"05"				"Домакински уреди"	"Přístroje a spotřebiče pro domácnost"	"Husholdningsapparater"	"Haushaltsgeräte"	"Οικιακές συσκευές"	"Aparatos domésticos"	"Kodumasinad"	"Kodinkoneet"	"Fearais tí"	"Appareils ménagers"	"Kućanski aparati"	"Háztartási készülékek"	"Apparecchi per la casa"	"Namų ūkio prietaisai"	"Mājsaimniecības ierīces"	"Apparat domestiku"	"Huishoudelijke apparaten"	"Sprzęt gospodarstwa domowego"	"Eletrodomésticos"	"Aparate de uz casnic"	"Domáce spotrebiče"	"Gospodinjski aparati"	"Hushållsutrustning"
"0531"	"05.3.1"	"Major household appliances whether electric or not"	"3"	"053"	"05.3"	"Includes:\r\n- refrigerators, freezers and fridge-freezers\r\n- washing machines, dryers, drying cabinets, dishwashers, ironing and pressing machines\r\n- cookers, spit roasters, hobs, ranges, ovens and microwave ovens\r\n- air-conditioners, humidifiers, space heaters, water heaters, ventilators and extractor hoods\r\n- vacuum cleaners, steam-cleaning machines, carpet shampooing machines and machines for scrubbing, waxing and polishing floors\r\n- other major household appliances such as safes, sewing machines, knitting machines, water softeners, etc.\r\n\r\nAlso includes:\r\n- delivery and installation of the appliances when applicable"	"Excludes: \r\n- such appliances that are built into the structure of the building (capital formation)"		"Големи домакински уреди, електрически или неелектрически"	"Hlavní (velké) přístroje pro domácnost elektrické a neelektrické"	"Større husholdningsapparater, også elektriske"	"Elektrische und andere Haushaltsgroßgeräte"	"Μεγάλες οικιακές συσκευές, ηλεκτρικές ή μη"	"Grandes aparatos domésticos, eléctricos o no"	"Suured elektrilised ja mitteelektrilised kodumasinad"	"Sähkökäyttöiset ja muut kuin sähkökäyttöiset suuret kodinkoneet"	"Mórfhearais tí idir leictreach agus eile"	"Gros appareils ménagers, électriques ou non"	"Veliki kućanski aparati, električni ili neelektrični"	"Elektromos és nem elektromos tartós háztartási gépek és készülékek"	"Grandi apparecchi domestici elettrici e non elettrici"	"Elektriniai arba neelektriniai pagrindiniai namų ūkio prietaisai"	"Galvenās mājsaimniecības ierīces, gan elektriskas, gan neelektriskas"	"Apparat domestiku kbir, kemm jekk jaħdem bl-elettriku u kemm jekk le"	"Grote huishoudelijke apparaten, al dan niet elektrisch"	"Duży elektryczny i nieelektryczny sprzęt gospodarstwa domowego"	"Equipamento doméstico de base, elétrico ou não"	"Aparate de uz casnic mari, electrice sau nu"	"Veľké domáce spotrebiče elektrické aj neelektrické"	"Veliki električni ali neelektrični gospodinjski aparati"	"Större hushållsutrustning, både elektrisk och övrig"
"05311"	"05.3.1.1"	"Refrigerators, freezers and fridge-freezers"	"4"	"0531"	"05.3.1"	"Includes: \r\n- refrigerators and dual temperature refrigerators"			"Хладилници, замразители и комбинации хладилник — замразител"	"Ledničky, mrazničky a jejich kombinace"	"Køleskabe, frysere og kølefryseskabe"	"Kühlschränke, Gefrierschränke, Kühl- und Gefrierkombinationen"	"Ψυγεία, καταψύκτες και ψυγειοκαταψύκτες"	"Frigoríficos y congeladores"	"Külmikud, sügavkülmikud ja külmik-sügavkülmikud"	"Jääkaapit, pakastimet ja jääkaappipakastimet"	"Cuisneoirí, reoiteoirí agus cuisneoirí-reoiteoirí"	"Réfrigérateurs, congélateurs et réfrigérateurs-congélateurs"	"Hladnjaci, zamrzivači i kombinirani hladnjaci"	"Hűtőszekrények, fagyasztók és kombinált hűtőszekrények"	"Frigoriferi, congelatori e frigocongelatori"	"Šaldytuvai, šaldikliai ir šaldytuvai-šaldikliai"	"Ledusskapji, saldētavas un dzesinātājsaldētavas"	"Friġġijiet, friżers u friġġijiet bil-friżer magħhom"	"Koel- en vrieskasten"	"Lodówki, zamrażarki i chłodziarko-zamrażarki"	"Frigoríficos, arcas congeladoras e frigoríficos com congelador"	"Frigidere, congelatoare și combine frigorifice"	"Chladničky, mrazničky a chladničky s mrazničkami"	"Hladilniki, zamrzovalniki ter kombinirani hladilniki in zamrzovalniki"	"Kylskåp, frysar och kombinerad kyl/frys"
"05312"	"05.3.1.2"	"Clothes washing machines, clothes drying machines and dish washing machines"	"4"	"0531"	"05.3.1"	"Includes: \r\n- drum dryers, drying cabinets, drying radiators"	"Excludes: \r\n- repair of clothes washing machines, clothes drying machines and dish washing machines (05.3.3.0)"		"Перални и сушилни машини за дрехи, съдомиялни машини"	"Pračky, sušičky a myčky nádobí"	"Vaskemaskiner, tørretumblere, og opvaskemaskiner"	"Waschmaschinen, Wäschetrockner und Geschirrspülmaschinen"	"Πλυντήρια ρούχων, στεγνωτήρια ρούχων, πλυντήρια πιάτων"	"Lavadoras, secadoras y lavaplatos"	"Pesumasinad ja -kuivatid ning nõudepesumasinad"	"Pesukoneet, kuivausrummut ja astianpesukoneet"	"Meaisíní níocháin éadaí, triomadóirí éadaí agus miasniteoirí"	"Lave-linge, sèche-linge et lave-vaisselle"	"Perilice rublja, sušilice rublja i perilice posuđa"	"Mosógépek, szárítógépek és mosogatógépek"	"Lavatrici, asciugatrici e lavastoviglie"	"Skalbimo mašinos, džiovinimo mašinos ir indaplovės"	"Veļas mazgājamās mašīnas, veļas žāvējamās mašīnas un trauku mazgājamās mašīnas"	"Magni tal-ħasil tal-ħwejjeġ, magni tat-tnixxif tal-ħwejjeġ u magni tal-ħasil tal-platti"	"(Af)wasmachines en wasdrogers"	"Urządzenia do prania, suszenia, zmywania"	"Máquinas de lavar e secar roupa e máquinas de lavar loiça"	"Mașini de spălat rufe, mașini de uscat rufe, mașini de spălat vase"	"Práčky, sušičky a umývačky riadu"	"Pralni, sušilni in pomivalni stroji"	"Tvättmaskiner och torktumlare för kläder, diskmaskiner"
