name,category,code,prediction,correct_option,match
jack daniel's tennessee honey 700ml + 2 glasses 700ml,spirits,02.1.1.0,02.1.1.0,True,True
fizz apple cider 500ml,beverages | beer & cider,02.1.2.2,02.1.3.0,True,False
the berry company superberries and guarana juice 1 ltr,juices & smoothies,01.2.1.0,01.2.1.0,True,True
pure malt whisky,"vini, birra e liquori | liquori",02.1.1.0,,True,False
sambuca romana,"vini, birra e liquori | liquori",02.1.1.0,02.1.2.1,True,False
lavazza a modo mio crema gusto x16 pods,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,11.1.1.2,False,False
bavaria strong 8.6% beer 500ml,drinks | beers & ciders | beers & lagers,02.1.3.0,02.1.3.0,True,True
santal top fruit therapy succo d'ananas e lime 1 lt,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,01.2.1.0,True,True
ital lime juice 200ml,beverages | juices & ice-teas,01.2.1.0,01.2.6.0,True,False
andrea bruzzone la superba valpolcevera coronata doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,,True,False
cusumano nero d'avola igt 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,,True,False
moet & chandon brut limited edition,wine,02.1.2.1,,True,False
cuvee imperiale franciacorta brut,"vini, birra e liquori | spumanti e champagne",02.1.2.1,02.1.2.1,True,True
tisana finocchio 20 filtri l'angelica,infusi,01.2.3.0,01.1.8.6,False,False
flora pro activ low fat spread,spreads,01.1.5.3,01.1.7.9,False,False
borgofulvia montepulciano d'abruzzo 750ml,wine,02.1.2.1,,True,False
garibaldi a modo mio gusto intenso x16,beverages | coffee & tea,01.2.2.0,01.2.2.0,True,True
te verde bio 20 filtri,"caffè, tea e zucchero | tea e infusi",01.2.3.0,01.2.2.0,True,False
san pellegrino amara  70 ml,soft drinks,01.2.6.0,,True,False
cirio olio extra vergine di oliva 750 ml,olio e conserve | olio,01.1.5.1,01.1.5.1,True,True
cialde compostabili piu crema,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,01.2.2.0,True,True
johannes egberts liebfraumilch 8.5% 750 ml,wine,02.1.2.1,,True,False
pfanner strawberry juice 30% 1ltr,drinks | smoothies & juice drinks | long life juice,01.2.1.0,01.2.1.0,True,True
sainsbury's blanc de noirs brut champagne 75cl,drinks | wine | champagne & sparkling wine,02.1.2.1,02.1.2.1,True,True
one world bio-fairtrade trinkschokolade 220 g,milchprodukte,01.2.4.0,01.1.4.7,False,False
carlsberg beer alcohol free,beer,02.1.3.0,02.1.3.0,True,True
tuborg birra chiara,"acqua, bevande, alcolici | birra",02.1.3.0,02.1.3.0,True,True
giass dry gin 500 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,02.1.1.0,True,True
cisk lager beer 33cl 8 pack,beverages | beer & cider,02.1.3.0,02.2.0.0,True,False
sartori fira bianco igt 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,,True,False
vitasnella still water 1.5ltr,drinks | water | water - still,01.2.5.0,01.2.5.0,True,True
caleo inzolia terre siciliane 750ml,wine,02.1.2.1,,True,False
thatchers cloudy lemon 440ml,beer & cider,02.1.2.2,02.1.2.2,True,True
innocent tropical defence,juices,01.2.1.0,01.1.8.3,True,False
riso bevanda vegetale uht senza zuccheri aggiunti,"latticini | latte, uova e burro",01.1.4.4,01.1.4.4,True,True
brewdog birra punk ipa 440 ml,"acqua, bevande, alcolici | birra",02.1.3.0,02.2.0.0,True,False
go & fun original zero gluten free,energy drinks,01.2.9.0,01.2.9.0,True,True
stowford mixed berries 4 x 440ml,beverages | beer & cider,02.1.2.2,02.1.9.0,True,False
starbucks caffe latte 220ml,coffee,01.1.4.7,01.2.2.0,False,False
vitasnella le linfe detox cetriolo pompelmo lemon,water,01.2.9.0,01.2.1.0,False,False
fever tree ginger beer 200ml,beer & cider,02.1.3.0,02.1.2.2,False,False
jp chenet original rose grenache cinsault 75cl,drinks | wine | rose wine,02.1.2.1,02.1.2.1,True,True
birra extreme intense strong,"vini, birra e liquori | birra",02.1.3.0,,False,False
"primia acqua lievemente frizzante 1,5 lt","acqua, bevande, alcolici | acqua",01.2.5.0,02.1.9.0,True,False
valdo cartizze valdobbiadene superiore doc 750 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,,True,False
sant orsola spumante ice 11% 750ml,wine,02.1.2.1,,True,False
innocent apple & mango 330ml,juices & smoothies,01.2.1.0,01.2.1.0,True,True
diet kinnie 1ltr,drinks | soft drinks | soft drinks,01.2.6.0,,True,False
typhoo q tea 125g,beverages | coffee & tea,01.2.3.0,01.2.3.0,True,True
andes merlot 75cl,drinks | wine | red wine,02.1.2.1,02.1.2.1,True,True
la belinda peeled tomatoes 400 ml,tins cans & packets,01.1.7.9,01.1.7.2,True,False
fontana still water glass bottle,water,01.2.5.0,05.3.2.2,True,False
"hacker-pschorr munchner hell 0,5 l",bier,02.1.3.0,02.1.3.0,True,True
katlenburger johannisbeerwein blackcurrant wine,wine,02.1.2.1,02.1.2.1,True,True
lattanzio negroamaro del salento igp 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.1.0,True,False
codici puglia igp negroamaro  x,wine,02.1.2.1,02.1.2.1,True,True
latte crescita 3,mondo baby | latte e tisane,01.1.9.2,01.1.4.4,True,False
carrefour arrabbiata sauce 350g,tins cans & packets,01.1.9.3,,True,False
berlin pure malt beer,beer,02.1.3.0,02.1.3.0,True,True
carrefour bio succo di ananas,organic drinks,01.2.1.0,,True,False
fragolino,"vini, birra e liquori | spumanti e champagne",02.1.2.1,02.1.2.1,True,True
zero caffeina,"acqua, bibite e succhi | bibite",01.2.9.0,,False,False
chimay blu birra trappista belga 330 ml,"acqua, bevande, alcolici | birra",02.1.3.0,,False,False
orzoro nestle orzo solubile 120 gr,"zucchero, caffe', te', infusi | caffe'",01.2.2.0,01.2.2.0,True,True
coolee orange no sugar added  1.5l,drinks | squashes | fruit & milk squashes,01.2.6.0,01.2.1.0,False,False
lunetta rose cavit 750ml,wine,02.1.2.1,,True,False
tea pesca con succo di frutta 25 filtri,"caffè, tea e zucchero | tea e infusi",01.2.3.0,01.2.3.0,True,True
san paolo marsala,wine,02.1.2.1,02.1.2.1,True,True
bolero instant drink raspberry,drinks | squashes | fruit & milk squashes,01.2.9.0,01.1.8.3,False,False
whole earth organic lightly sparkling orange & lemon drink 330ml,soft drinks,01.2.6.0,02.1.9.0,True,False
"fanta aranciata 1,32 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,,False,False
latte alta digeribilita scremato zero grassi,"latticini | latte, uova e burro",01.1.4.2,01.1.4.7,False,False
after shock red 70cl,beverages | spirits,02.1.1.0,02.1.9.0,True,False
carrefour mackerel fillets in olive oil 125g,tins cans & packets,01.1.2.5,01.1.3.2,False,False
aureli organic carrot juice,organic drinks,01.2.1.0,01.2.1.0,True,True
piemme limoncello di sorrento igp 1 lt,"acqua, bevande, alcolici | liquori",02.1.1.0,01.2.6.0,False,False
garganega muller thurgau igt,"vini, birra e liquori | vini",02.1.2.1,02.1.1.0,True,False
mr organic baked beans,organic products,01.1.7.9,01.1.7.3,False,False
grappa barricata la corte 40deg 1l,grappe & alcool,02.1.1.0,,True,False
borges vinegar garlic wine 250ml,food cupboard groceries | cooking ingredients | oil & vinegar,01.1.9.3,01.1.9.9,True,False
tipiak garlic croutons 500 grms,tins cans & packets,01.1.1.3,01.1.7.5,False,False
monster energy 4 pack  x50cl,drinks | energy drinks | energy drinks,01.2.9.0,01.2.9.0,True,True
cody's export beer,beer,02.1.3.0,02.2.0.0,True,False
carrefour lemon tea,iced tea,01.2.3.0,01.2.3.0,True,True
sant anna frizzante,water,01.2.5.0,01.2.9.0,True,False
whitley neill original dry gin 70cl,drinks | spirits & liqueurs | gin,02.1.1.0,,True,False
rio d'oro(r) direktsaft premium 1 l,saft & nektar,01.2.1.0,,True,False
blue nun delicate white 75cl,drinks | wine | white wine,02.1.2.1,,True,False
rosa filari vino rosato frizzante 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,True
dumi pecorino colli pescaresi 75ml,wine,02.1.2.1,,True,False
"rio d'oro fruchtsaft 6 x 0,33 l",saft & nektar,01.2.1.0,01.2.3.0,True,False
lavazza a modo mio caps.intenso 16 caps,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,05.4.0.3,False,False
pfanner peach juice,juices,01.2.1.0,01.2.1.0,True,True
flora pro activ buttery spread EUR3.99 250g,"milk, butter & eggs",01.1.5.2,01.1.4.5,False,False
moo moo free sour cherry cocoa bar,organic products,01.1.8.5,01.1.8.2,True,False
woodpecker cider 500ml,beer & cider,02.1.2.2,02.1.9.0,True,False
poder bosco grappa 700ml,spirits,02.1.1.0,01.1.7.9,True,False
fontana still water glass bottle 750ml,bottled water,01.2.5.0,,True,False
scaranto primitivo salento 2022,wine,02.1.2.1,02.1.2.1,True,True
cisk excel large,beer,02.1.3.0,02.1.2.2,True,False
pesca ice tea,"acqua, bibite e succhi | bibite",01.2.3.0,02.1.1.0,True,False
tagua tagua family reserve cabarnet sauvignon 750ml,wine,02.1.2.1,,True,False
prosecco margherita  extra dry 750ml,wine,02.1.2.1,02.1.2.1,True,True
yutaka roasted white sesame seeds 100 grms,tins cans & packets,01.1.9.4,,True,False
don garcia sangria 1.5ltr,drinks | wine | dessert wine,02.1.2.1,02.1.2.1,True,True
danone vitasnella depurathe the al limone in acqua 500 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.3.0,02.1.9.0,False,False
zott caffreze latte macchiato 200ml,chilled and dairy | yoghurt & smoothies,01.1.4.7,01.1.4.7,True,True
cisk excel cans,beer,02.1.3.0,02.1.3.0,True,True
yogi spicy chai x12,beverages | coffee & tea,01.2.3.0,,True,False
valle + burro 250g,burro & margarina,01.1.5.3,01.1.8.3,True,False
the botanist islay gin 700 ml,spirits,02.1.1.0,,True,False
bacardi carta oro superior gold rum 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,,True,False
dragon cranberries,organic products,01.1.6.9,,False,False
basso pigato doc riviera ponente 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,,True,False
provamel bio organic oat milk,organic products,01.1.4.4,,True,False
sir winston te rosso aromatizzato lampone e vaniglia 30 gr,"zucchero, caffe', te', infusi | te' e infusi",01.2.3.0,01.2.2.0,True,False
mocay capuccino,cold coffee,01.1.4.7,01.2.2.0,False,False
rauch ice tea peach 1 ltr,soft drinks,01.2.3.0,01.2.6.0,True,False
balance pinotage shiraz 2013 75cl,drinks | wine | red wine,02.1.2.1,02.1.2.1,True,True
traminer aromatico igt,"vini, birra e liquori | vini",02.1.2.1,,True,False
sant'anna limone 800 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,02.1.9.0,True,False
the berry company blueberry juice 1 ltr,juices & smoothies,01.2.1.0,,True,False
pfanner frutti rossi 2 lt,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,01.2.1.0,True,True
aquav. kiw/apple/melog.pet 40cl,drinks | water | water - flavoured ,01.2.9.0,01.2.9.0,True,True
natrue chocoat + cocoa + hazelnut drink 1ltr,"chilled and dairy | milk, butter & eggs",01.2.4.0,01.1.4.7,False,False
leffe rituel 9 birra chiara 330 ml,"acqua, bevande, alcolici | birra",02.1.3.0,,True,False
8.6 ipl beer can  500ml,beer & cider,02.1.3.0,,True,False
carrefour salmon fillets 190 190g,tins cans & packets,01.1.9.1,01.1.3.2,False,False
sacla pizza sauce 350 grms,tins cans & packets,01.1.9.3,01.1.1.3,True,False
peralada cava brut 75cl,drinks | wine | champagne & sparkling wine,02.1.2.1,,True,False
the classic collection rossini syrah rose 750 ml,wine,02.1.2.1,02.1.2.1,True,True
rosso roma doc,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,True
john's indian single malt brilliance whisky,alcohol,02.1.1.0,02.1.1.0,True,True
grappa lambrusco 500 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,,True,False
bella modella prosecco doc 75cl,drinks | wine | champagne & sparkling wine,02.1.2.1,,True,False
casa de campo chile 2018 premium cabernet sauvignon,wine,02.1.2.1,02.1.2.1,True,True
principato cabernet sauvignon merlot,wine,02.1.2.1,,True,False
espresso napoli intensita 10,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,01.2.2.0,True,True
olio extra vergine di oliva dop umbria,"conserve | olio, aceto e sale",01.1.5.1,01.1.5.1,True,True
riso scotti organic integrale,organic products,01.1.1.5,02.1.1.0,True,False
tussock jumper prosecco brut rose 75cl,drinks | wine | champagne & sparkling wine,02.1.2.1,02.1.2.1,True,True
solive franciacorta saven docg 750 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,,True,False
frescobaldi remole toscana bianco 75cl 750ml,wine,02.1.2.1,,True,False
nestle ideal condensed milk 410 grms,tins cans & packets,01.1.4.3,,True,False
pjazza regina valetta rose 750 ml,wine,02.1.2.1,,True,False
kinnie diet 1 ltr,soft drinks,01.2.6.0,01.2.6.0,True,True
remia baking margerine @ 99c 250g,"milk, butter & eggs",01.1.5.3,01.1.4.1,False,False
expressi cazzano espresso 16 kapseln,kaffee,01.2.2.0,01.2.2.0,True,True
latte uht con omega 3 selenio e vitamine,"latticini | latte, uova e burro",01.1.4.1,01.1.4.6,True,False
stock sambuca,alcohol,02.1.1.0,02.1.1.0,True,True
blissful 4 coconut milk 17% fat  30% off,organic products,01.1.4.4,01.1.9.3,True,False
vitasnella iced tea lemon  500 ml,soft drinks,01.2.3.0,01.2.3.0,True,True
illy espresso ground coffee dark 250gr,"food cupboard groceries | coffee | coffee beans, ground, instant & speciality coffee",01.2.2.0,01.2.2.0,True,True
magic rock brewing cannonball india pale ale,beer,02.1.3.0,,True,False
san pellegrino aranciata rossa can  330 ml,soft drinks,01.2.6.0,01.2.6.0,True,True
pfanner apple juice,juices,01.2.1.0,01.2.1.0,True,True
8.6 red can beer  500ml,beer & cider,02.1.3.0,02.2.0.0,True,False
vitasnella ice tea peach,iced tea,01.2.3.0,01.2.3.0,True,True
tropicana orange origianl 1.5ltr,chilled fruit juice & smoothie,01.2.1.0,01.2.3.0,True,False
vitago strawberry drink 200ml,beverages | juices & ice-teas,01.2.1.0,01.2.1.0,True,True
wilhelm walch dolomiti rose igt 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,,True,False
rocchetta rocchetta sparkling water x6,water,01.2.5.0,01.2.5.0,True,True
bolero instant drink red sangria,drinks | squashes | fruit & milk squashes,01.2.9.0,01.1.8.3,False,False
la torre trebbiano,wine,02.1.2.1,13.2.2.0,True,False
san crispino vino rosato,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,True
linibarj cannonau di sardegna doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,01.1.2.5,True,False
rio mare insalatissime 5 cereali con forchettina 220 grms,tins cans & packets,01.1.9.1,01.1.7.9,False,False
dilmah teabags premium box 100pcs.,tea,01.2.3.0,05.3.2.2,True,False
capri-sonne cola mix,juices,01.2.6.0,02.1.9.0,True,False
lamb brand pop corn 200 grms,tins cans & packets,01.1.7.9,01.1.2.2,False,False
step coconut & pineapple drink 2 pcs.,soft drinks,01.2.6.0,,False,False
foster clark's pineapple drink  20g,juices & smoothies,01.2.6.0,01.2.1.0,False,False
cisk chill berry 33cl can,beverages | beer & cider,02.1.2.2,01.2.3.0,True,False
havana club anejo especial 40deg 70cl rum puro cubano,tequila & rum,02.1.1.0,01.1.2.1,True,False
vodka,"vini, birra e liquori | liquori",02.1.1.0,,True,False
birra pils 8 luppoli,"vini, birra e liquori | birra",02.1.3.0,02.1.3.0,True,True
dilmoor alcool puro extra fino 2 lt,"acqua, bevande, alcolici | liquori",02.1.1.0,02.1.3.0,True,False
trina dolce gusto nocciolino x10,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,11.1.1.2,False,False
fox grove shiraz cabernet,wine,02.1.2.1,02.1.2.1,True,True
sottoriva antica soave 2013 75cl,drinks | wine | white wine,02.1.2.1,02.1.2.1,True,True
cielo carbernet sauvignon venezie,wine,02.1.2.1,02.1.2.1,True,True
nescafe dolce gusto ispirazione italiana espresso napoli 240 gr,"zucchero, caffe', te', infusi | caffe'",01.2.2.0,,True,False
tall horse chardonnay,wine,02.1.2.1,,True,False
pink digestive pompelmo rosa & limone,"acqua, bibite e succhi | succhi",01.2.1.0,,True,False
crai 100% ananas juice 1l,beverages | juices & ice-teas,01.2.1.0,,True,False
diamir tina pouch 085 grms,tins cans & packets,01.1.9.1,,False,False
innocent super smoothie lampo blu,juices,01.2.1.0,01.2.1.0,True,True
fars shandy beer 33cl,beverages | beer & cider,02.1.3.0,02.1.1.0,True,False
biona organic biona pumpkin seed butter,organic products,01.1.9.4,01.2.1.0,False,False
perrier strawberry & kiwi,juices,01.2.1.0,01.2.1.0,True,True
coke zero can 0.33l,drinks | soft drinks | soft drinks,01.2.6.0,04.5.4.9,True,False
sierra tequila 70cl,drinks | spirits & liqueurs | tequila & other spirits,02.1.1.0,02.1.1.0,True,True
dolce gusto essenza di moka 144 gr,"zucchero, caffe', te', infusi | caffe'",01.2.2.0,01.2.2.0,True,True
stute cranberry juice,juices,01.2.1.0,01.2.1.0,True,True
innocent apple & raspberry 330 ml,chilled fruit juice & smoothie,01.2.1.0,01.2.1.0,True,True
carrefour bio basil sauce,organic products,01.1.9.3,,True,False
speed & bean chilli & lime,organic products,01.1.7.9,01.1.7.4,True,False
cinzano prosecco dry,wine,02.1.2.1,02.1.2.1,True,True
custoza doc,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,True
carrefour ice tea lemon no sugar,iced tea,01.2.3.0,,True,False
popz popcorn mw salted x 100 grms,tins cans & packets,01.1.7.9,11.1.1.2,False,False
biona organic red kidney beans,organic products,01.1.7.9,01.1.7.3,True,False
burro fedelino 250g,burro & margarina,01.1.5.2,01.1.8.3,True,False
vodka & mela verde fresh 18deg70cl keglevich,gin & vodka,02.1.1.0,02.1.9.0,True,False
bravo vitamindrink ace 2 lt,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,01.2.1.0,True,True
coca cola zero 1ltr,soft drinks,01.2.6.0,01.2.6.0,True,True
brandvlei - chardonnay  x,wine,02.1.2.1,02.1.2.1,True,True
batchelors slim a soup minestrone with croutons 61 grms,tins cans & packets,01.1.9.1,01.1.7.9,True,False
stemmari 2019 passiata  750ml,wine,02.1.2.1,02.1.2.1,True,True
san pellegrino chino 500 ml,soft drinks,01.2.6.0,11.1.1.2,True,False
san benedetto zero ginger biondo 750 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.9.0,02.1.9.0,False,False
spar coconut water 1ltr,drinks | water | water - flavoured,01.2.9.0,01.2.9.0,True,True
carrefour selection 100% blond oranges juice x3,juices,01.2.1.0,01.2.1.0,True,True
angelo nero d' avola   750ml,wine,02.1.2.1,,True,False
derby zero zuccheri aggiunti multifrutti 330 ml,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,01.1.6.6,True,False
kenco cappucino 3x150g 2+1 free,beverages | coffee & tea,01.1.4.7,05.4.0.3,False,False
dr pepper bottle 1.5 ltr,soft drinks,01.2.6.0,,True,False
carrefour tomato pulp 400g,tins cans & packets,01.1.7.9,01.1.7.2,True,False
torrevigne irpinia aglianico  x,wine,02.1.2.1,02.1.2.1,True,True
amaroy entkoffeiniert 500g,kaffee,01.2.2.0,01.2.2.0,True,True
"the alla pesca 1,5l noi&voi",thè,01.2.3.0,01.1.3.3,False,False
johnnie walker blue lable blended scotch whisky,alcohol,02.1.1.0,,True,False
spray leggero fratelli mantova condimento al peperoncino,olio e conserve | olio,01.1.9.3,01.1.9.4,True,False
dodoni organic feta,organic products,01.1.4.5,01.1.4.6,False,False
chef panna al tartufo,"latticini | latte, uova e burro",01.1.4.3,01.1.9.1,True,False
galeffi compresse con succo di limoni italiani 25 gr,"acqua, bevande, alcolici | bevande analcoliche",02.1.9.0,,True,False
lesieur corn oil 1ltr,food cupboard groceries | cooking ingredients | oil & vinegar,01.1.5.1,01.1.5.1,True,True
birra blanche 7 luppoli,"vini, birra e liquori | birra",02.1.3.0,02.1.1.0,True,False
moretti birra can,beer,02.1.3.0,,True,False
