Code,Description
13.2.2,Other medical products
13.2.2,Medical products as specified in COPNI 02.1.2
13.2.2,Medical products corresponding to 06.1.2
13.2.2,Medical products corresponding to 14.2.2
13.2.3,Therapeutic appliances and equipment
13.2.3,Therapeutic appliances
13.2.3,Therapeutic equipment
13.2.3,As specified in COPNI 02.1.3
13.2.3,Corresponds to (06.1.3)
13.2.3,Corresponds to (14.2.3)
13.2.4,Outpatient medical services
13.2.4,Outpatient medical services as specified in COPNI 02.2.1 corresponding to (06.2.1)
13.2.4,Outpatient medical services as specified in COPNI 02.2.1 corresponding to (14.2.4)
13.2.5,Outpatient dental services
13.2.5,Outpatient dental services as specified in COPNI 02.2.2 corresponding to 06.2.2
13.2.5,Outpatient dental services as specified in COPNI 02.2.2 corresponding to 14.2.5
13.2.6,Outpatient paramedical services
13.2.6,Outpatient physiotherapy services as specified in COPNI 02.2.3 corresponding to (06.2.3)
13.2.6,Outpatient speech therapy services as specified in COPNI 02.2.3 corresponding to (14.2.6)
13.2.7,Hospital services
13.2.7,Hospital services as specified in COPNI 02.3.0
13.2.7,Corresponds to 06.3.0
13.2.7,Corresponds to 14.2.7
13.2.8,Other health services
13.2.8,Health services specified in COPNI 02.4.0
13.2.8,Health services specified in COPNI 02.5.0
13.2.8,Health services specified in COPNI 02.6.0
13.3.1,Recreational and sporting services
13.3.1,Recreational services as specified in COPNI 03.1.0 corresponding to 09.4.1
13.3.1,Sporting services as specified in COPNI 03.1.0 corresponding to 14.3.1
13.3.2,Cultural services
13.3.2,Cultural services as specified in COPNI 03.2.0
13.3.2,Corresponds to classification 09.4.2
13.3.2,Corresponds to classification 14.3.2
13.4.1,Pre-primary and primary education
13.4.1,Pre-primary and primary education as specified in COPNI 04.1.0. Corresponds to (10.1.0) 
13.4.1,Pre-primary and primary education as specified in COPNI 04.1.0. Corresponds to (14.4.1)
13.4.2,Secondary education
13.4.2,Secondary education as specified in COPNI 04.2.0
13.4.2,Secondary education corresponding to 10.2.0
13.4.2,Secondary education corresponding to 14.4.2
13.4.3,Post-secondary non-tertiary education
13.4.3,Post-secondary non-tertiary education as specified in COPNI 04.3.0
13.4.3,Correspondence to classification 10.3.0
13.4.3,Correspondence to classification 14.4.3
13.4.4,Tertiary education
13.4.4,Tertiary education as specified in COPNI 04.4.0
13.4.4,Tertiary education corresponding to 10.4.0
13.4.4,Tertiary education corresponding to 14.4.4
13.4.5,Education not definable by level
13.4.5,Education not definable by level as specified in COPNI 04.5.0 corresponding to 10.5.0
13.4.5,Education not definable by level as specified in COPNI 04.5.0 corresponding to 14.4.5
13.4.6,Other educational services
13.4.6,Educational services specified in COPNI 04.6.0
13.4.6,Educational services specified in COPNI 04.7.0
13.5.0,Social protection
13.5.0,Social protection as specified in COPNI 05.1.0
13.5.0,Social protection as specified in COPNI 05.2.0
13.5.0,Social protection corresponding to 12.4.0
13.5.0,Social protection corresponding to 14.5.0
13.6.1,Religion
13.6.1,Religion
13.6.2,"Political parties, labour and professional organizations"
13.6.2,Political parties
13.6.2,Labour organizations
13.6.2,Professional organizations
13.6.3,Environmental protection
13.6.3,Environmental protection as specified in COPNI 08.1.0
13.6.3,Environmental protection as specified in COPNI 08.2.0
13.6.4,Services n.e.c.
13.6.4,Services not elsewhere classified - As specified in COPNI 09.1.0
13.6.4,Services not elsewhere classified - As specified in COPNI 09.2.0
14.1.0,Housing
14.1.0,Housing as specified in COFOG 10.6.0 corresponding to 04.1.1
14.1.0,Housing as specified in COFOG 10.6.0 corresponding to 13.1.0
14.2.1,Pharmaceutical products
14.2.1,Pharmaceutical products as specified in COFOG 07.1.1 corresponding to 06.1.1
14.2.1,Pharmaceutical products as specified in COFOG 07.1.1 corresponding to 13.2.1
14.2.2,Other medical products
14.2.2,Medical products as specified in COFOG 07.1.2 corresponding to 06.1.2
14.2.2,Medical products as specified in COFOG 07.1.2 corresponding to 13.2.2
14.2.3,Therapeutic appliances and equipment
14.2.3,Therapeutic appliances
14.2.3,Therapeutic equipment
14.2.4,Outpatient medical services
14.2.4,Outpatient general medical services as specified in COFOG 07.2.1.
14.2.4,Outpatient specialized medical services as specified in COFOG 07.2.2.
14.2.4,Corresponds to outpatient curative care (06.2.1).
14.2.4,Corresponds to outpatient rehabilitative care (13.2.4).
14.2.5,Outpatient dental services
14.2.5,Outpatient dental services as specified in COFOG 07.2.3
14.2.5,Corresponds to (06.2.2)
14.2.5,Corresponds to (13.2.5)
14.2.6,Outpatient paramedical services
14.2.6,Outpatient paramedical services as specified in COFOG 07.2.4 corresponding to 06.2.3
14.2.6,Outpatient paramedical services as specified in COFOG 07.2.4 corresponding to 13.2.6
14.2.7,Hospital services
14.2.7,Hospital services as specified in COFOG 07.3.1
14.2.7,Hospital services as specified in COFOG 07.3.2
14.2.7,Hospital services as specified in COFOG 07.3.3
14.2.7,Hospital services as specified in COFOG 07.3.4
14.2.7,Corresponds to 06.3.0
14.2.7,Corresponds to 13.2.6
14.2.8,Public health services
14.2.8,Public health services as specified in COFOG 07.4.0
14.3.1,Recreational and sporting services
14.3.1,Recreational and sporting services as specified in COFOG 08.1.0 corresponding to (09.4.1) and (13.3.1).
14.3.2,Cultural services
14.3.2,Cultural services as specified in COFOG 08.2.0 corresponding to (09.4.2) and (13.3.2)
14.4.1,Pre-primary and primary education
14.4.1,Pre-primary and primary education as specified in COFOG 09.1.1
14.4.1,Pre-primary and primary education as specified in COFOG 09.1.2
14.4.1,Pre-primary and primary education corresponds to 10.1.0
14.4.1,Pre-primary and primary education corresponds to 13.4.1
14.4.2,Secondary education
14.4.2,Secondary education as specified in COFOG 09.2.1
14.4.2,Secondary education as specified in COFOG 09.2.2
14.4.2,Secondary education corresponding to 10.2.0
14.4.2,Secondary education corresponding to 13.4.2
14.4.3,Post-secondary non-tertiary education
14.4.3,Post-secondary non-tertiary education as specified in COFOG 09.3.0.
14.4.3,Correspondence to classification 10.3.0.
14.4.3,Correspondence to classification 13.4.3.
14.4.4,Tertiary education
14.4.4,Tertiary education as specified in COFOG 09.4.1
14.4.4,Tertiary education as specified in COFOG 09.4.2
14.4.4,Tertiary education corresponds to 10.4.0
14.4.4,Tertiary education corresponds to 13.4.4
14.4.5,Education not definable by level
14.4.5,Education not definable by level as specified in COFOG 09.5.0 corresponding to 10.5.0
14.4.5,Education not definable by level as specified in COFOG 09.5.0 corresponding to 13.4.5
14.4.6,Subsidiary services to education
14.4.6,Subsidiary services to education
14.4.6,Education administrative services
14.4.6,Research and development services
14.4.6,Educational support services
14.4.6,Educational materials
14.4.6,Educational supplies
14.4.6,Educational equipment
14.4.6,Educational software
14.4.6,Educational technology
14.4.6,Educational facilities maintenance
14.4.6,Educational facilities repair
14.4.6,Educational facilities construction
14.4.6,Educational facilities renovation
14.4.6,Educational transportation services
14.4.6,Educational food services
14.4.6,Educational health services
14.4.6,Educational safety services
14.4.6,Educational security services
14.4.6,Educational counseling services
14.4.6,Educational guidance services
14.4.6,Educational testing services
14.4.6,Educational assessment services
14.4.6,Educational evaluation services
14.4.6,Educational certification services
14.4.6,Educational licensing services
14.4.6,Educational accreditation services
14.5.0,Social protection
14.5.0,Social protection COFOG 10.1.1
14.5.0,Social protection COFOG 10.1.2
14.5.0,Social protection COFOG 10.1.3
14.5.0,Social protection COFOG 10.1.4
14.5.0,Social protection COFOG 10.1.5
14.5.0,Social protection COFOG 10.2.0
14.5.0,Social protection COFOG 10.3.0
14.5.0,Social protection COFOG 10.4.0
14.5.0,Social protection COFOG 10.5.0
14.5.0,Social protection COFOG 10.7.0
14.5.0,Social protection corresponds 12.4.0
14.5.0,Social protection corresponds 13.5.0
01.1.1,Pain et céréales
01.1.1,Riz sous toutes ses formes
01.1.1,Maïs sous forme de grain
01.1.1,Maïs sous forme de farine
01.1.1,Blé sous forme de grain
01.1.1,Blé sous forme de farine
01.1.1,Orge sous forme de grain
01.1.1,Orge sous forme de farine
01.1.1,Avoine sous forme de grain
01.1.1,Avoine sous forme de farine
01.1.1,Seigle sous forme de grain
01.1.1,Seigle sous forme de farine
01.1.1,Pain
01.1.1,Biscottes
01.1.1,Croissants
01.1.1,Viennoiseries
01.1.1,Pâtisseries
01.1.1,Tartes
01.1.1,Gâteaux secs
01.1.1,Gaufres
01.1.1,Crêpes
01.1.1,Pain d'épices
01.1.1,Tourtes
01.1.1,Quiches
01.1.1,Pizzas
01.1.1,Mélanges pour la préparation de produits de boulangerie
01.1.1,Pâtes pour la préparation de produits de boulangerie
01.1.1,Pâtes alimentaires sous toutes leurs formes
01.1.1,Couscous
01.1.1,Flocons de maïs
01.1.1,Flocons d'avoine
01.1.1,Malt
01.1.1,Farine de malt
01.1.1,Extrait de malt
01.1.1,Fécule de pomme de terre
01.1.1,Tapioca
01.1.1,Sagou
01.1.1,Autres fécules
01.1.1,Autres amidons
01.1.1,Produits à base de farine préparés avec de la viande
01.1.1,Produits à base de farine préparés avec du poisson
01.1.1,Produits à base de farine préparés avec des fruits de mer
01.1.1,Produits à base de farine préparés avec du fromage
01.1.1,Produits à base de farine préparés avec des légumes
01.1.1,Produits à base de farine préparés avec des fruits
01.1.2,Viande
01.1.2,Viande fraîche réfrigérée
01.1.2,Viande fraîche surgelée
01.1.2,Viande réfrigérée d'espèce bovine
01.1.2,Viande réfrigérée d'espèce porcine
01.1.2,Viande réfrigérée d'espèce ovine
01.1.2,Viande réfrigérée d'espèce caprine
01.1.2,Viande surgelée d'espèce bovine
01.1.2,Viande surgelée d'espèce porcine
01.1.2,Viande surgelée d'espèce ovine
01.1.2,Viande surgelée d'espèce caprine
01.1.2,Viande fraîche de cheval
01.1.2,Viande fraîche de mulet
01.1.2,Viande fraîche d'âne
01.1.2,Viande fraîche de chameau
01.1.2,Viande réfrigérée de cheval
01.1.2,Viande réfrigérée de mulet
01.1.2,Viande réfrigérée d'âne
01.1.2,Viande réfrigérée de chameau
01.1.2,Viande surgelée de cheval
01.1.2,Viande surgelée de mulet
01.1.2,Viande surgelée d'âne
01.1.2,Viande surgelée de chameau
01.1.2,Viande fraîche de volaille de poulet
01.1.2,Viande fraîche de volaille de canard
01.1.2,Viande fraîche de volaille d'oie
01.1.2,Viande fraîche de volaille de dinde
01.1.2,Viande fraîche de volaille de pintade
01.1.2,Viande réfrigérée de volaille de poulet
01.1.2,Viande réfrigérée de volaille de canard
01.1.2,Viande réfrigérée de volaille d'oie
01.1.2,Viande réfrigérée de volaille de dinde
01.1.2,Viande réfrigérée de volaille de pintade
01.1.2,Viande surgelée de volaille de poulet
01.1.2,Viande surgelée de volaille de canard
01.1.2,Viande surgelée de volaille d'oie
01.1.2,Viande surgelée de volaille de dinde
01.1.2,Viande surgelée de volaille de pintade
01.1.2,Viande fraîche de lièvre
01.1.2,Viande fraîche de lapin
01.1.2,Viande fraîche de gibier d'antilope
01.1.2,Viande fraîche de gibier de daim
01.1.2,Viande fraîche de gibier de sanglier
01.1.2,Viande fraîche de gibier de faisan
01.1.2,Viande fraîche de gibier de grouse
01.1.2,Viande fraîche de gibier de pigeon
01.1.2,Viande fraîche de gibier de caille
01.1.2,Viande réfrigérée de lièvre
01.1.2,Viande réfrigérée de lapin
01.1.2,Viande réfrigérée de gibier d'antilope
01.1.2,Viande réfrigérée de gibier de daim
01.1.2,Viande réfrigérée de gibier de sanglier
01.1.2,Viande réfrigérée de gibier de faisan
01.1.2,Viande réfrigérée de gibier de grouse
01.1.2,Viande réfrigérée de gibier de pigeon
01.1.2,Viande réfrigérée de gibier de caille
01.1.2,Viande surgelée de lièvre
01.1.2,Viande surgelée de lapin
01.1.2,Viande surgelée de gibier d'antilope
01.1.2,Viande surgelée de gibier de daim
01.1.2,Viande surgelée de gibier de sanglier
01.1.2,Viande surgelée de gibier de faisan
01.1.2,Viande surgelée de gibier de grouse
01.1.2,Viande surgelée de gibier de pigeon
01.1.2,Viande surgelée de gibier de caille
01.1.2,Abats comestibles frais de mammifères marins d'otarie
01.1.2,Abats comestibles frais de mammifères marins de phoque
01.1.2,Abats comestibles frais de mammifères marins de baleine
01.1.2,Abats comestibles frais d'espèces exotiques de kangourou
01.1.2,Abats comestibles frais d'espèces exotiques d'autruche
01.1.2,Abats comestibles frais d'espèces exotiques d'alligator
01.1.2,Abats comestibles réfrigérés de mammifères marins d'otarie
01.1.2,Abats comestibles réfrigérés de mammifères marins de phoque
01.1.2,Abats comestibles réfrigérés de mammifères marins de baleine
01.1.2,Abats comestibles réfrigérés d'espèces exotiques de kangourou
01.1.2,Abats comestibles réfrigérés d'espèces exotiques d'autruche
01.1.2,Abats comestibles réfrigérés d'espèces exotiques d'alligator
01.1.2,Abats comestibles surgelés de mammifères marins d'otarie
01.1.2,Abats comestibles surgelés de mammifères marins de phoque
01.1.2,Abats comestibles surgelés de mammifères marins de baleine
01.1.2,Abats comestibles surgelés d'espèces exotiques de kangourou
01.1.2,Abats comestibles surgelés d'espèces exotiques d'autruche
01.1.2,Abats comestibles surgelés d'espèces exotiques d'alligator
01.1.2,Viande séchée de mammifères marins d'otarie
01.1.2,Viande séchée de mammifères marins de phoque
01.1.2,Viande séchée de mammifères marins de baleine
01.1.2,Viande séchée d'espèces exotiques de kangourou
01.1.2,Viande séchée d'espèces exotiques d'autruche
01.1.2,Viande séchée d'espèces exotiques d'alligator
